0,5892
0,19524
0,14660
0,31209
0,0
0,1055
0,0
0,411
0,0
0,1925
0,1497
0,1870
0,7025
0,7526
0,3045
0,5282
0,5928
0,23564
0,4525
0,12032
0,9938
0,8594
0,18199
0,9778
0,23243
0,13675
0,17101
0,16961
0,21818
0,16120
0,16420
0,19235
0,35243
0,20469
0,25621
0,45601
0,28943
0,27369
0,49084
0,33374
0,36288
0,22630
0,38616
0,26756
0,31492
0,30030
0,42020
0,31809
0,29662
0,42023
0,40576
0,34297
0,34076
0,49621
0,38202
0,41619
0,33620
0,41160
0,40076
0,41680
0,41665
0,45725
0,50040
0,47160
0,55033
0,51033
0,42290
0,60587
0,50925
0,44750
0,49477
0,59683
0,60715
0,64810
0,39506
0,51763
0,55262
0,72039
0,60921
0,59339
0,50004
0,60534
0,53944
0,61256
0,58761
0,51769
0,56395
0,70595
0,56069
0,58270
0,65106
0,71267
0,74814
0,56167
0,63569
0,70690
0,79156
0,59968
0,88171
0,88082
0,58840
0,63925
0,61635
0,79030
0,70028
0,75463
0,72259
0,9747
0,10786
0,31363
0,42532
0,33263
0,50465
0,46873
0,52906
0,67581
0,47013
0,82116
0,76230
0,76939
0,109995
0,106691
0,102572
0,89904
0,92436
0,123423
0,125532
0,117929
0,117631
0,110217
0,128804
0,151939
0,120720
0,156777
0,115544
0,137495
0,146036
0,131851
0,147281
0,155876
0,156330
0,160249
0,170530
0,154347
0,162816
0,159825
0,170814
0,148429
0,173293
0,160162
0,158403
0,192791
0,205416
0,173873
0,186621
0,185558
0,175477
0,191173
0,217373
0,199607
0,211578
0,185169
0,192402
0,196065
0,205346
0,160584
0,180525
0,196837
0,207140
0,219526
0,208614
0,233341
0,200837
0,200227
0,199076
0,224404
0,204757
0,210948
0,205004
0,202855
0,226101
0,198900
0,205732
0,217266
0,229300
0,220255
0,227668
0,205094
0,210985
0,212120
0,199529
0,191219
0,227792
0,207137
0,209694
0,206984
0,223816
0,212725
0,237068
0,240114
0,201923
0,228772
0,244219
0,202930
0,202035
0,190503
0,215210
0,214867
0,228220
