11,11,10,9,8,8,9,8,7,7,7,6,6,6,6,5,4,6,4,4,4,4,3,2,3,3,4,5,7,8,9
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,2,0,1,1,0,0,0,0,0,1,0,1,0,1,1,2,1,1,0,0,0,0,0,0,1,1,1,2,3,3
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
