5,5,5,6,4,3,3,2,4,4,5,6,5,5,4,4,4,4,5,6,5,6,7,5,2,1,2,2,2,2,3
29,28,27,27,25,24,24,26,26,26,27,26,26,26,27,27,27,28,26,27,27,27,25,25,26,27,27,26,27,27,27
1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,2,2,2,0,0,1,1,2,4,2
12,11,10,8,7,7,6,7,7,6,6,7,8,8,8,7,7,7,5,3,6,6,7,6,7,8,9,11,14,15,14
1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,3,3,0,0,0,1,1,2,2,2
