demands,rdf,rde,success,time_over
105231,-2073982987,1153717355,1158605525,0
105231,-2017875972,241295232,2044380269,0
105231,809654991,667128646,1974749723,0
105231,-824998608,-214433683,-2031023455,0
105231,8159987,-1380187590,-834247905,0
105231,1633856912,-1584325794,-779630111,0
105231,-1480273701,-506729538,1675823467,0
105231,-1747937888,2119954612,-1396362011,0
105231,97065049,1016611257,1317913467,0
105231,-1523670064,863113577,862054030,0
105231,-1911500807,1386357377,1313699002,0
105231,-2095100702,1774747,1292694381,0
105231,-552516212,-1641759226,779213846,0
105231,4549862,729237967,-1026715286,0
105231,-237770259,-1754055993,-348457534,0
105231,-63879727,-1370890171,68009522,0
105231,1626096360,256121401,-317207807,0
105231,-365726309,264105814,498032467,0
105231,-1850805348,-763043295,1946017182,0
105231,-981733965,-1854769171,-586050889,0
105231,-1418240073,-2035881037,1434305252,0
105231,-1432570972,1564649821,525715479,0
105231,1054836121,-1338941989,-201134022,0
105231,776797920,1751507013,-1446095614,0
105231,358071048,536012603,-319324544,0
105231,-1392185340,-1576799301,625418842,0
105231,724189200,-118080989,-1687623957,0
105231,634069206,1339980071,587947095,0
105231,378779719,-538396334,842273867,0
105231,-916849020,658888180,-1524145166,0
105231,1846986280,-1047846928,1264857843,0
105231,1774046123,-2117607846,589728661,0
105231,-1164400503,138722283,197668772,0
105231,-269883708,-1873450033,1279072029,0
105231,1339953662,165607031,1625341183,0
105231,713286004,-782754772,-1506142172,0
105231,118232410,25834348,-757515300,0
105231,-1985719169,-378438689,714578678,0
105231,-357878498,-891295902,-1432318103,0
105231,-985524651,-121413828,229656354,0
105231,-1002841197,1925346032,-652823395,0
105231,489906492,-1444894722,479155243,0
105231,-957567503,1158247237,208839923,0
105231,-495625501,-1169209135,1428164135,0
105231,1745010030,885698602,-936884940,0
105231,1502829564,-1305479182,63412831,0
105231,-386285030,-232927575,192976355,0
105231,-880057899,1228635402,69494623,0
105231,-442120365,-1566428471,-201591340,0
105231,-1661911283,-300930980,818846027,0
105231,-577030219,-216261388,234993571,0
105231,248936084,-540501745,2028402041,0
105231,-1490235432,150660490,-936439045,0
105231,-1685721531,-977027951,796491607,0
105231,-725524487,1939818313,-1836178689,0
105231,-574616061,-373086786,-2044391637,0
105231,576028619,1297786524,205615536,0
105231,-118268692,474694426,163872148,0
105231,2078242061,740606814,977761421,0
105231,1322371130,-1492948030,-885651946,0
105231,1579507626,1320409289,-905456579,0
105231,-1952762001,-501882761,-1050834948,0
105231,886623342,1106827885,-1682440914,0
105231,-713924279,-365259183,-810541037,0
105231,-748571077,2107714461,-960375945,0
105231,-374567179,325008982,-1898841499,0
105231,1152732228,545570184,-1987444394,0
105231,1869987211,1814914352,-1591644783,0
105231,-979566932,-1494600526,836250955,0
105231,-3027273,-360263957,1145429037,0
105231,-590306682,2100996532,-962017384,0
105231,1552644447,-81397678,-888563093,0
105231,942509815,21371647,1170853862,0
105231,-483148034,1679915742,-1502715310,0
105231,214155419,1639506604,-1867888399,0
105231,1005677867,-802967597,743995128,0
105231,-1607093259,167815725,1797573243,0
105231,-1897430555,693888029,1627689591,0
105231,-1695445044,1295690370,-1433310801,0
105231,-1956926474,579678437,1354999887,0
105231,1218616269,609742099,373995292,0
105231,1850715063,1145122174,294643397,0
105231,-1862360180,-1223519240,-989761410,0
105231,1391122509,-1485132576,761999448,0
105231,1014838954,-1395514829,-1553974649,0
105231,49428045,720675148,-684955991,0
105231,61681894,1280555075,1777795601,0
105231,940812434,-1299947166,355472355,0
105231,478142861,-1261819517,-1059708527,0
105231,-386599966,588533181,897772017,0
105231,1219330070,-985599723,306711685,0
105231,763653072,1758872741,-1476392142,0
105231,1066092313,-786429836,1785999033,0
105231,-1309101855,-880384842,-729430818,0
105231,-1606226665,842637967,1121957704,0
105231,-1205557724,-1281247459,987396202,0
105231,-139156892,-856250457,751349574,0
105231,-814400570,472606124,-1356423892,0
105231,-962873637,-762036582,203035159,0
105231,-752647883,-1380538476,-1113832179,0
105231,1716697765,-480427655,-169734605,0
105231,1429570022,219686021,-1350208433,0
105231,305918383,-1789144014,-1232921130,0
105231,-1635318991,-524243386,514552240,0
105231,2089098293,411549957,2133482569,0
105231,-304508910,-2140731160,750399019,0
105231,-411015412,-11758773,2065498214,0
105231,-1838040400,1711833318,-525263968,0
105231,1876856312,-1262484692,-780844578,0
105231,1301152522,607699993,962673900,0
105231,-1186237309,-1727925175,871495157,0
105231,-242790136,1134260824,-1499453791,0
105231,-1807582722,1413096734,1438327399,0
105231,1753912136,1770780911,816858089,0
105231,1140735188,1810992946,672125452,0
105231,1910407129,-542616059,1857314749,0
105231,-344107102,1424727255,1509417907,0
105231,723667613,-543924111,-1165428438,0
105231,1166417184,1105277623,181257150,0
105231,1291178578,1355326715,-698406983,0
105231,715162130,229197422,-2017935563,0
105231,1968833180,-166359994,869949057,0
105231,-1296499596,1772150662,1468479172,0
105231,-457883692,1193545719,-1952093779,0
105231,42983098,936718409,-955859526,0
105231,-1960686069,852349868,1295622433,0
105231,-1111677881,-1567682487,1567788498,0
105231,-96952774,1801942110,-711964583,0
105231,428399357,677573771,-1529741349,0
105231,-966527801,1676007430,-322921988,0
105231,-519980912,-588351552,-1021163457,0
105231,-1543988171,711373747,-945751419,0
105231,-864390566,1286727286,-876590544,0
105231,-814407708,1456144917,-375306863,0
105231,668767606,-1118238946,-1643700849,0
105231,-403075134,-1103496412,1889501890,0
105231,-271445111,1517918266,-644529641,0
105231,-1006777376,1676388391,613343781,0
105231,-1830846009,1440570477,-1047819929,0
105231,-2066130045,608517761,-1091393168,0
105231,158305137,450187317,1308134095,0
105231,-1089857691,1107572029,-1321773883,0
105231,620169590,1129557960,562940719,0
105231,834182073,1069051466,1141472123,0
105231,118420423,-1032293797,-402492615,0
105231,-574305882,-1037935125,-721350955,0
105231,774108687,2006218196,1842729793,0
105231,1050767921,1166682192,496591133,0
105231,1877453432,3607890,382666945,0
105231,1032327019,35668098,-574281573,0
105231,-751319948,1140459741,1290066628,0
105231,-901627297,944746836,105978160,0
105231,2076945547,2130839054,-516745572,0
105231,-501178942,1616358069,-342345224,0
105231,1926111105,324023511,-743095735,0
105231,-929586579,1229524648,942246748,0
105231,-1491640695,544597278,-1068125767,0
105231,-981241826,1657477650,-357697213,0
105231,1064339160,-945501091,-1274830626,0
105231,1830710529,-364809430,-643922007,0
105231,344655925,-1998575284,1059080853,0
105231,-181688044,468319239,-7326622,0
105231,788436078,662879528,12378298,0
105231,1123533895,-98749660,700138884,0
105231,285788490,-724318272,-801780351,0
105231,-1806362138,1763523441,-163726583,0
105231,-631457112,39575755,-1942468920,0
105231,-1514443795,794014351,1509791167,0
105231,-1906097207,1200616984,1570852215,0
105231,196263779,435254596,-518484116,0
105231,-1964018213,1745073241,348418034,0
105231,1048885063,1113954155,-739044238,0
105231,854104104,33232735,-1376230648,0
105231,98910695,-160934323,-739280801,0
105231,1908569328,1407181222,636124000,0
105231,-608148588,-1532674977,-902054888,0
105231,187745544,-651819514,-653378701,0
105231,-1396174822,784683747,282598873,0
105231,-216397720,1865500951,326902280,0
105231,-941573581,-861169700,1105781733,0
105231,-573458345,-885375334,-200776931,0
105231,-355125847,-665693147,1495418904,0
105231,848519204,-2014754735,2004108052,1
105231,976076079,-1577645066,-1770530877,7
105231,-447438708,1502601286,1172494204,19
105231,1268445482,-242794353,713031007,38
105231,-1089207390,-1752290752,689321416,63
105231,-1771363169,-1032088825,-544510390,105
105231,-2087102823,-2087639076,332483248,164
105231,412301253,-258797598,-1667823664,236
105231,-671108678,-815103744,1021749120,332
105231,157101407,792199287,341077960,443
105231,385015859,-1531555155,-342362853,563
105231,628738396,-182790008,1896741646,705
105231,276523473,931000109,1928115475,865
105231,1952529821,-764139507,446658961,1051
105231,-1003155630,-342972829,-1208629685,1249
105231,-1867689264,160141345,-518534326,1431
105231,1117705112,-917578381,-97335289,1633
105231,-1208279495,-1827204424,1125235211,1847
105231,-1553190978,-1496101191,-325113233,2066
105231,-1553190978,602485657,1114189139,2293
105231,-59400729,602485657,-379601109,2499
105231,-59400729,602485657,-379601109,2499
