139.700389,35.685608
139.708579,35.693094
139.698528,35.696695
139.704138,35.697534
139.713684,35.685251
139.700958,35.678806
139.694901,35.679343
139.715355,35.69484
139.695597,35.6779
139.717948,35.687471
139.719372,35.692767
139.684327,35.693511
139.686651,35.680728
139.719767,35.697131
139.721593,35.682299
139.712089,35.67295
139.684349,35.700775
139.721954,35.679661
139.686464,35.674812
139.678806,35.685207
139.693422,35.670125
139.676826,35.692236
139.678836,35.698574
139.721139,35.704068
139.720691,35.705173
139.694364,35.710992
139.675729,35.68056
139.673193,35.691051
139.711571,35.711639
139.691987,35.666661
