3074,2858
1537,627
1254,1649
8243,3357
6251,3066
627,2123
7508,910
7626,1537
5568,10601
2985,627
3074,1537
7724,4292
1449,1948
4590,2791
1932,0
2486,2671
3598,627
1820,1254
1537,0
6044,0
3768,7389
3485,0
8505,2164
910,7382
3202,3509
4894,7772
5972,5715
5690,3768
9507,2938
3418,10805
3829,3864
7909,2271
7853,30654
19012,29934
17360,20129
14987,21095
17386,26374
20358,27485
28291,23441
31431,20646
41376,14533
37009,9458
47826,0
10637,0
11494,0
3655,0
20205,0
32445,0
18088,0
28161,0
29709,0
33891,0
34920,0
42017,0
23087,0
33735,0
35590,0
32248,0
