,type,y,x,t,size
670,car5,51.0662,30.6509,65,1
671,car5,51.0662,30.6509,66,1
672,car5,51.0662,30.6509,67,1
673,car5,51.0662,30.6509,68,1
674,car5,51.0662,30.6509,69,1
675,car5,51.0662,30.6509,70,1
676,car5,51.0662,30.6509,71,1
677,car5,51.0662,30.6509,72,1
678,car5,51.0662,30.6509,73,1
679,car5,51.0662,30.6509,74,1
680,car5,51.0662,30.6509,75,1
681,car5,51.0662,30.6509,76,1
682,car5,51.0662,30.6509,77,1
683,car5,51.0662,30.6509,78,1
684,car5,51.0662,30.6509,79,1
685,car5,51.0662,30.6509,80,1
686,car5,51.0662,30.6509,81,1
687,car5,51.0662,30.6509,82,1
688,car5,51.0662,30.6509,83,1
689,car5,51.0662,30.6509,84,1
690,car5,51.0662,30.6509,85,1
691,car5,51.0662,30.6509,86,1
692,car5,51.0662,30.6509,87,1
693,car5,51.0662,30.6509,88,1
694,car5,51.0662,30.6509,89,1
695,car5,51.0662,30.6509,90,1
696,car5,51.0662,30.6509,91,1
697,car5,51.0662,30.6509,92,1
698,car5,51.0662,30.6509,93,1
699,car5,51.0662,30.6509,94,1
700,car5,51.0662,30.6509,95,1
701,car5,51.0662,30.6509,96,1
702,car5,51.0662,30.6509,97,1
703,car5,51.0662,30.6509,98,1
704,car5,51.0662,30.6509,99,1
705,car5,51.0662,30.6509,100,1
706,car5,51.0662,30.6509,101,1
707,car5,51.0662,30.6509,102,1
708,car5,51.0662,30.6509,103,1
709,car5,51.0662,30.6509,104,1
710,car5,51.0662,30.6509,105,1
711,car5,51.0662,30.6509,106,1
712,car5,51.0662,30.6509,107,1
713,car5,51.0662,30.6509,108,1
714,car5,51.0662,30.6509,109,1
715,car5,51.0662,30.6509,110,1
716,car5,51.0662,30.6509,111,1
717,car5,51.0662,30.6509,112,1
718,car5,51.0662,30.6509,113,1
719,car5,51.0662,30.6509,114,1
720,car5,51.0662,30.6509,115,1
721,car5,51.0662,30.6509,116,1
722,car5,51.0662,30.6509,117,1
723,car5,51.0662,30.6509,118,1
724,car5,51.0662,30.6509,119,1
725,car5,51.0662,30.6509,120,1
726,car6,43.9901,74.1495,0,1
727,car6,43.9901,74.1495,1,1
