0,1022,1039,411,1101,1723,2132,1472,1050,1551
1022,0,1837,2075,2524,701,941,2498,1831,1783
1039,1837,0,627,1552,2017,1763,1602,543,1681
411,2075,627,0,910,1532,1772,1348,859,1427
1101,2524,1552,910,0,2712,2941,2228,2212,2307
1723,701,2017,1532,2712,0,207,1067,2200,1055
2132,941,1763,1772,2941,207,0,1445,2284,1429
1472,2498,1602,1348,2228,1067,1445,0,2960,935
1050,1831,543,859,2212,2200,2284,2960,0,2228
1551,1783,1681,1427,2307,1055,1429,935,2228,0
