0,4,4,1,5,7,8,6,3,6,5,4
4,0,7,7,10,3,3,9,6,7,4,8
4,7,0,3,7,8,7,7,3,7,8,10
1,7,3,0,4,6,6,5,2,5,10,12
5,10,7,4,0,9,10,7,7,8,12,8
7,3,8,6,9,0,1,5,9,4,3,7
8,3,7,6,10,1,0,7,8,6,7,7
6,9,7,5,7,5,7,0,11,4,8,6
3,6,3,2,7,9,8,11,0,8,9,12
6,7,7,5,8,4,6,4,8,0,6,13
5,4,8,10,12,3,7,8,9,6,0,12
4,8,10,12,8,7,7,6,12,13,12,0
