0.003,62,10,3,48,2,0,0,0
0.003,60,0,3,54,2,0,0,0
0.003,74,1,1,70,3,0,0,0
0.003,63,2,3,58,0,0,0,0
0.003,74,5,2,65,3,0,0,0
0.003,66,5,2,59,0,0,0,0
0.003,67,1,1,62,3,0,0,0
0.003,66,0,1,63,2,0,0,0
0.003,48,2,0,46,0,0,0,0
0.003,58,4,0,52,2,0,0,0
0.003,66,2,2,62,0,0,0,0
0.003,50,1,2,46,1,0,0,0
0.003,54,2,3,49,0,0,0,0
0.003,77,5,3,66,3,0,0,0
0.003,58,4,1,53,0,0,0,0
0.003,51,0,0,50,1,0,0,0


0.006,115,12,7,94,2,0,0,0
0.006,146,24,17,105,1,0,0,0
0.006,137,14,9,113,2,0,0,0
0.006,123,11,4,103,6,0,0,0
0.006,131,9,10,111,3,0,0,0
0.006,130,15,8,105,2,0,0,0
0.006,130,10,4,114,2,0,0,0
0.006,111,13,7,88,3,0,0,0
0.006,128,6,8,111,3,0,0,0
0.006,136,13,10,110,3,0,0,0
0.006,149,17,12,121,2,0,0,0
0.006,124,17,8,95,4,0,0,0
0.006,124,14,9,99,3,0,0,0
0.006,121,4,8,108,1,0,0,0
0.006,135,5,10,115,6,0,0,0
0.006,148,11,7,127,4,0,0,0
0.006,144,14,12,115,4,0,0,0
0.006,144,18,5,121,0,0,0,0
0.006,137,12,12,113,2,0,0,0
0.006,123,6,11,103,3,0,0,0
0.006,126,16,8,103,0,0,0,0
0.006,115,8,7,96,4,0,0,0
0.006,123,10,6,105,4,0,0,0
0.006,116,7,2,104,3,0,0,0
0.006,143,12,21,109,2,0,0,0
0.006,125,5,12,105,3,0,0,0
0.006,156,17,8,125,6,0,0,0
0.006,135,18,5,111,2,0,0,0
0.006,140,13,12,113,3,0,0,0
0.006,125,13,10,101,1,0,0,0
0.006,114,8,3,101,2,0,0,0
0.006,111,11,1,96,3,0,0,0
0.006,129,13,17,102,0,0,0,0
0.006,123,9,6,108,1,0,0,0
0.006,129,7,11,109,3,0,0,0
0.006,140,11,7,120,2,0,0,0
0.006,139,10,7,119,3,0,0,0
0.006,107,4,3,97,3,0,0,0
0.006,106,5,4,96,2,0,0,0
0.006,126,2,8,115,2,0,0,0
0.006,113,9,6,95,5,0,0,0
0.006,115,8,7,96,5,0,0,0
0.006,127,13,4,110,0,0,0,0
0.006,138,10,5,120,3,0,0,0
0.006,122,21,3,96,2,0,0,0
0.006,132,10,5,113,4,0,0,0
0.006,126,6,7,107,6,0,0,0
0.006,137,11,6,117,3,0,0,0
0.006,123,7,6,107,3,0,0,0
0.006,121,2,11,106,2,0,0,0
0.006,125,14,7,101,3,0,0,0
0.006,135,12,7,113,3,0,0,0
0.006,130,15,13,101,1,0,0,0
0.006,117,3,11,100,3,0,0,0
0.006,131,10,9,112,1,0,0,0
0.006,130,10,19,97,4,0,0,0
0.006,122,3,8,107,4,0,0,0
0.006,138,9,6,121,2,0,0,0
0.006,129,12,8,105,5,0,0,0
0.006,128,8,9,110,2,0,0,0
0.006,125,3,4,115,3,0,0,0
0.006,144,12,6,122,4,0,0,0
0.006,131,7,6,112,6,0,0,0
0.006,133,13,5,113,2,0,0,0
0.006,125,4,10,111,0,0,0,0
0.006,153,7,13,132,2,0,0,0
0.006,114,10,4,100,0,0,0,0
0.006,121,5,4,110,2,0,0,0
0.006,128,21,7,100,2,0,0,0
