0,14,9,7,11,13,14,16,11,18
14,0,8,14,8,15,13,9,18,12
9,8,0,11,3,17,15,10,15,15
7,14,11,0,14,10,10,19,6,22
11,8,3,14,0,19,17,9,17,13
13,15,17,10,19,0,5,22,17,25
14,13,15,10,17,5,0,19,14,22
16,9,10,19,9,22,19,0,22,7
11,18,15,6,17,17,14,22,0,24
18,12,15,22,13,25,22,7,24,0
