0.0,1016.0,1035.0,408.0,1095.0,1711.0,2122.0,1466.0,1046.0,1543.0,1072.0,1986.0,2282.0,2634.0,1892.0,1916.0,1918.0,2084.0,1978.0,2915.0,3815.0,1356.0,1363.0,1870.0,1515.0,2635.0,1787.0,2207.0,1904.0,2249.0,2212.0,2561.0,2347.0,2783.0,3071.0,3125.0,2013.0,2822.0,1753.0,2517.0,2417.0,3249.0,1887.0,3292.0,2685.0
1016.0,0.0,1830.0,2070.0,2508.0,695.0,933.0,2484.0,1823.0,1777.0,1990.0,970.0,2032.0,1445.0,2713.0,1106.0,1274.0,1551.0,2320.0,2628.0,2626.0,2274.0,2281.0,3952.0,2433.0,1446.0,2705.0,1191.0,2822.0,1233.0,1469.0,1313.0,1542.0,1594.0,1882.0,1936.0,2931.0,1560.0,2902.0,2383.0,3163.0,4186.0,2805.0,2103.0,3622.0
1035.0,1830.0,0.0,623.0,1543.0,2007.0,1753.0,1593.0,536.0,1670.0,703.0,1790.0,2852.0,2265.0,2019.0,1547.0,1549.0,1715.0,1609.0,3042.0,3446.0,987.0,994.0,2306.0,1146.0,2266.0,1418.0,2011.0,1535.0,2053.0,1843.0,2192.0,1978.0,2414.0,2702.0,2756.0,1644.0,2453.0,2189.0,2148.0,2450.0,2899.0,1518.0,2923.0,2335.0
408.0,2070.0,623.0,0.0,904.0,1520.0,1758.0,1342.0,855.0,1419.0,1303.0,1795.0,2158.0,2270.0,1768.0,1931.0,2414.0,2580.0,2098.0,2791.0,3451.0,1476.0,1483.0,1679.0,1635.0,2271.0,1907.0,2016.0,2024.0,2058.0,2708.0,2138.0,2367.0,2419.0,2707.0,2761.0,2133.0,2385.0,1562.0,2800.0,1823.0,3058.0,2007.0,2928.0,2494.0
1095.0,2508.0,1543.0,904.0,0.0,2687.0,2913.0,2205.0,2194.0,2282.0,2710.0,2950.0,3021.0,3282.0,2631.0,3086.0,3356.0,3522.0,3222.0,3654.0,4463.0,2600.0,2607.0,1099.0,2759.0,3283.0,3031.0,3171.0,3148.0,3213.0,3650.0,3293.0,3522.0,3431.0,3719.0,3773.0,3257.0,3540.0,1567.0,3955.0,1828.0,3987.0,2929.0,3940.0,3423.0
1711.0,695.0,2007.0,1520.0,2687.0,0.0,203.0,1059.0,2188.0,1045.0,2355.0,878.0,1537.0,950.0,1394.0,1471.0,1639.0,1916.0,2901.0,2417.0,2131.0,3302.0,3309.0,2633.0,3461.0,951.0,3733.0,1556.0,3850.0,1598.0,1834.0,1678.0,1907.0,1099.0,1387.0,1441.0,3959.0,1925.0,2269.0,2748.0,2530.0,4689.0,3170.0,1608.0,4125.0
2122.0,933.0,1753.0,1758.0,2913.0,203.0,0.0,1435.0,2273.0,1421.0,2440.0,661.0,1686.0,895.0,1770.0,1232.0,1400.0,1769.0,2770.0,2282.0,2280.0,2724.0,2731.0,3009.0,2883.0,896.0,3155.0,1313.0,3272.0,1355.0,1595.0,1435.0,1668.0,1044.0,1332.0,1386.0,3381.0,1682.0,2645.0,2601.0,2906.0,4636.0,3255.0,1553.0,4072.0
1466.0,2484.0,1593.0,1342.0,2205.0,1059.0,1435.0,0.0,3178.0,928.0,3345.0,1566.0,490.0,1316.0,842.0,2137.0,2305.0,2674.0,3675.0,1038.0,2497.0,3629.0,3636.0,2081.0,3788.0,1317.0,4060.0,2218.0,4177.0,2260.0,2500.0,2340.0,2573.0,1465.0,1753.0,1807.0,4286.0,2587.0,2597.0,3506.0,2682.0,5541.0,4160.0,1974.0,4977.0
1046.0,1823.0,536.0,855.0,2194.0,2188.0,2273.0,3178.0,0.0,2218.0,1823.0,2594.0,2957.0,3069.0,2567.0,2667.0,2669.0,2835.0,1438.0,3590.0,4250.0,816.0,823.0,2880.0,975.0,3070.0,1247.0,2815.0,1364.0,2857.0,2963.0,3312.0,3098.0,3218.0,3506.0,3560.0,1473.0,3184.0,2224.0,2858.0,2297.0,2203.0,1401.0,3727.0,1639.0
1543.0,1777.0,1670.0,1419.0,2282.0,1045.0,1421.0,928.0,2218.0,0.0,2286.0,2010.0,1499.0,1760.0,1109.0,2581.0,2655.0,2821.0,2616.0,2132.0,2941.0,2715.0,2722.0,2348.0,2874.0,1761.0,3146.0,2662.0,3263.0,2704.0,2949.0,2784.0,3017.0,1909.0,2197.0,2251.0,3372.0,3031.0,1682.0,3254.0,1943.0,4102.0,3044.0,2418.0,3538.0
