demands, rdf, rde, success, time_over, cost
177723,129727,7587,191706098
176949,128826,7160,192534335
177317,129144,7584,192427258
71043,43694,3575,110582785
189591,116374,9623,296323153
78980,42247,3009,148782889
43062,21445,1483,88029481
35129,17557,1197,70587878
15171,7313,494,32095030
9483,4688,270,19509381
10484,5310,299,20992322
10270,10,739,37831447
10495,20,739,9556,38449078
10192,10,781,9237,164,37737299
10153,6,741,9233,173,37463179
10275,15,1125,8952,183,36384453
