35.689095,139.700367
35.690305,139.704948
35.685608,139.700389
35.688669,139.697131
35.693308,139.698652
35.693984,139.707259
35.693094,139.708579
35.695986,139.702044
35.683714,139.696522
35.696695,139.698528
35.681251,139.70172
35.690372,139.712032
35.697534,139.704138
35.694207,139.712435
35.698408,139.696671
35.685251,139.713684
35.684976,139.713713
35.680266,139.708569
35.678806,139.700958
35.699523,139.705726
35.699633,139.706399
35.680119,139.694057
35.679343,139.694901
35.694377,139.689149
35.678651,139.695256
35.69484,139.715355
35.677748,139.696778
35.687843,139.717383
35.6779,139.695597
35.687437,139.717518
35.684441,139.716935
35.687471,139.717948
35.685526,139.717647
35.694662,139.717088
35.692767,139.719372
35.692352,139.719799
35.675539,139.695288
35.686534,139.720058
35.693511,139.684327
35.677195,139.713083
35.692649,139.683939
35.680728,139.686651
35.676522,139.690773
35.693984,139.720683
35.682742,139.684209
