i,j,t_start,t_goal,current,mode
7,9,187,191,187,user
0,7,187,193,187,demand
9,5,194,198,194,demand
6,8,196,204,196,demand
7,8,198,209,198,demand
1,0,199,203,199,demand
2,0,199,203,199,demand
3,2,200,203,200,user
9,8,204,212,204,demand
2,7,205,212,205,demand
5,9,224,228,224,demand
7,3,235,240,235,demand
4,7,1,8,1,demand
6,0,1,9,1,demand
3,4,2,6,2,user
5,8,15,24,15,demand
7,9,18,22,18,user
4,7,18,25,18,demand
3,1,19,26,19,demand
0,3,21,22,21,demand
3,4,24,28,24,user
7,3,26,31,26,user
6,7,26,33,26,demand
8,3,28,30,28,user
3,8,28,30,28,demand
7,3,50,55,50,demand
5,4,50,59,50,demand
4,7,52,59,52,demand
3,0,55,56,55,demand
0,3,61,62,61,demand
4,2,70,77,70,demand
1,5,71,74,71,user
3,1,71,78,71,demand
3,4,75,79,75,user
9,0,83,89,83,demand
8,9,86,94,86,demand
2,8,90,93,90,demand
9,6,92,98,92,demand
3,9,97,102,97,demand
1,5,103,106,103,user
3,1,103,110,103,demand
7,4,106,113,106,demand
1,5,107,110,107,user
2,1,107,114,107,demand
8,2,108,111,108,user
4,8,108,115,108,demand
1,6,110,113,110,user
7,1,110,119,110,demand
5,7,116,121,116,user
0,5,116,123,116,demand
9,6,117,123,117,demand
5,9,125,129,125,user
6,5,125,126,125,demand
8,6,125,133,125,demand
9,4,132,140,132,demand
4,9,133,141,133,demand
7,2,133,140,133,demand
5,4,135,144,135,demand
1,7,145,154,145,user
9,1,145,152,145,demand
0,5,157,164,157,demand
8,7,162,173,162,demand
5,9,163,167,163,user
6,5,163,164,163,demand
9,0,167,173,167,demand
7,9,186,190,186,user
6,7,186,193,186,demand
5,6,187,188,187,user
2,5,187,195,187,demand
4,3,187,191,187,demand
0,3,187,188,187,demand
6,3,198,204,198,demand
7,8,202,213,202,demand
6,3,220,226,220,demand
2,4,225,232,225,demand
1,6,226,229,226,user
8,7,227,238,227,demand
8,1,228,234,228,demand
4,1,3,13,3,demand
6,7,3,10,3,demand
3,4,4,8,4,user
1,4,13,23,13,demand
6,9,17,23,17,demand
7,8,26,37,26,demand
8,3,27,29,27,user
7,8,27,38,27,demand
9,0,28,34,28,demand
1,5,36,39,36,demand
2,9,36,43,36,demand
5,7,37,42,37,user
8,5,37,46,37,demand
3,2,39,42,39,user
1,3,44,51,44,demand
3,2,60,63,60,demand
2,7,61,68,61,demand
9,3,62,67,62,demand
3,9,67,72,67,demand
0,8,77,80,77,demand
7,2,78,85,78,demand
0,7,80,86,80,demand
3,6,80,86,80,demand
7,3,85,90,85,user
4,7,85,92,85,demand
5,6,94,95,94,user
6,5,94,95,94,demand
8,4,97,104,97,demand
7,3,104,109,104,user
1,7,104,113,104,demand
2,0,109,113,109,demand
1,0,113,117,113,demand
0,8,141,144,141,demand
8,3,153,155,153,user
7,8,153,164,153,demand
9,6,155,161,155,demand
5,1,160,163,160,demand
8,0,165,168,165,user
2,8,165,168,165,demand
6,9,166,172,166,demand
3,2,167,170,167,user
8,6,171,179,171,demand
8,3,175,177,175,demand
2,8,180,183,180,demand
3,2,181,184,181,user
5,3,182,188,182,demand
4,2,190,197,190,demand
2,5,197,205,197,demand
7,4,197,204,197,demand
1,8,205,211,205,demand
8,2,206,209,206,demand
2,8,225,228,225,user
1,2,225,232,225,demand
7,3,0,5,0,demand
8,0,0,3,0,demand
6,4,5,15,5,demand
3,7,6,11,6,user
8,3,6,8,6,demand
1,6,7,10,7,demand
3,5,13,19,13,demand
1,3,15,22,15,demand
7,9,18,22,18,demand
3,7,21,26,21,user
5,3,21,27,21,demand
5,7,23,28,23,demand
3,8,29,31,29,user
7,3,29,34,29,demand
4,7,30,37,30,demand
1,5,34,37,34,demand
6,5,36,37,36,demand
2,6,41,48,41,demand
3,2,42,45,42,user
9,3,49,54,49,demand
2,8,51,54,51,demand
4,8,51,58,51,demand
3,2,52,55,52,user
3,4,54,58,54,user
8,3,60,62,60,demand
5,6,63,64,63,user
4,5,63,72,63,demand
3,4,64,68,64,user
6,1,68,71,68,demand
0,6,70,78,70,demand
5,6,71,72,71,user
4,5,71,80,71,demand
1,6,71,74,71,demand
5,4,72,81,72,user
2,5,72,80,72,demand
3,2,73,76,73,user
3,4,73,77,73,demand
8,1,76,82,76,demand
8,1,78,84,78,demand
8,2,89,92,89,demand
6,3,93,99,93,demand
4,3,98,102,98,demand
5,4,100,109,100,demand
2,3,101,104,101,user
0,2,101,105,101,demand
9,6,114,120,114,demand
6,0,115,123,115,demand
3,9,118,123,118,demand
2,3,120,123,120,user
8,2,120,123,120,demand
3,6,122,128,122,demand
2,8,123,126,123,demand
1,5,125,128,125,user
4,1,125,135,125,demand
3,0,126,127,126,demand
5,9,130,134,130,demand
2,5,133,141,133,demand
3,2,134,137,134,user
2,4,139,146,139,demand
3,2,142,145,142,user
1,8,151,157,151,user
7,1,151,160,151,demand
3,2,161,164,161,demand
6,7,163,170,163,demand
1,6,168,171,168,user
2,1,168,175,168,demand
4,3,177,181,177,demand
1,8,184,190,184,user
9,1,184,191,184,demand
2,4,188,195,188,demand
6,8,203,211,203,demand
7,9,205,209,205,user
1,7,205,214,205,demand
8,3,207,209,207,demand
0,3,215,216,215,demand
5,2,222,230,222,demand
3,0,224,225,224,demand
0,3,229,230,229,demand
