0,8,3,8,8,6,13,5,8,6
8,0,9,4,5,8,9,11,6,7
3,9,0,10,9,9,15,3,9,9
8,4,10,0,9,7,10,9,3,5
8,5,9,9,0,12,10,11,10,11
6,8,9,7,12,0,14,9,8,7
13,9,15,10,10,14,0,13,7,9
5,11,3,9,11,9,13,0,11,8
8,6,9,3,10,8,7,11,0,2
6,7,9,5,11,7,9,8,2,0
