0.003,3,0,0,3,0,0,0,0
0.003,6,0,0,6,0,0,0,0
0.003,3,0,0,3,0,0,0,0
0.003,3,0,0,3,0,0,0,0
0.003,3,0,0,3,0,0,0,0
0.003,2,0,0,2,0,0,0,0
0.003,5,0,0,5,0,0,0,0
0.003,7,0,0,7,0,0,0,0
0.003,10,0,1,9,0,0,0,0
0.003,3,0,0,3,0,0,0,0
0.003,2,0,0,1,1,0,0,0
0.003,6,0,0,6,0,0,0,0
0.003,6,0,0,6,0,0,0,0
0.003,3,0,0,3,0,0,0,0
0.003,5,0,0,5,0,0,0,0
0.003,3,0,0,3,0,0,0,0
0.003,4,0,0,4,0,0,0,0
0.003,4,0,1,3,0,0,0,0
0.003,3,0,0,2,1,0,0,0
0.003,1,0,0,1,0,0,0,0
0.003,1,0,0,1,0,0,0,0
0.003,0,0,0,0,0,0,0,0
0.003,3,0,0,3,0,0,0,0
0.003,4,0,0,4,0,0,0,0
0.003,7,0,0,7,0,0,0,0
0.003,4,0,0,4,0,0,0,0
0.003,3,0,0,3,0,0,0,0
0.003,4,0,0,4,0,0,0,0
