demands,rsf,rse,success,time_over,relocation_rsf_rse,relocation_rsf_avail,relocation_rse_release
211,1,0,1,0,0,0,0
211,1,0,1,0,0,0,0
211,1,0,2,0,0,0,0
211,1,0,2,0,0,0,0
211,1,1,2,0,1,0,0
211,1,1,3,0,1,0,0
211,1,2,3,0,2,0,0
211,1,2,3,0,2,0,1
211,1,2,3,0,2,0,2
211,1,2,3,0,2,0,3
211,1,3,3,0,2,0,3
211,1,3,3,0,2,0,3
211,1,3,4,0,2,0,3
211,1,3,4,0,2,0,3
211,1,3,4,0,2,0,3
211,1,3,5,0,2,0,3
211,1,3,6,0,2,0,4
211,1,3,6,0,2,0,5
211,1,3,6,0,2,0,6
211,1,5,6,0,2,0,6
211,1,5,6,0,2,0,6
211,1,5,6,0,2,0,6
211,1,6,6,0,3,0,6
211,1,6,6,0,3,0,6
211,1,6,7,0,3,0,6
211,1,6,7,0,3,0,6
211,1,6,7,0,3,0,6
211,1,6,7,0,3,0,6
211,1,7,8,0,3,0,6
211,1,7,8,0,3,0,7
211,1,7,8,0,3,0,8
211,1,7,8,0,3,0,9
211,1,7,8,0,3,0,9
211,1,7,9,0,3,0,9
211,1,8,9,0,4,0,9
211,1,10,9,0,5,0,9
211,1,10,9,0,5,0,9
211,1,10,10,0,5,0,9
211,1,10,10,0,5,0,9
211,1,10,10,0,5,0,9
211,1,10,10,0,5,0,9
211,1,10,10,0,5,0,9
211,1,10,11,0,5,0,9
211,1,10,11,0,5,0,9
211,1,12,11,0,5,0,9
211,1,12,11,0,5,0,9
211,1,12,11,0,5,0,9
211,1,12,12,0,6,0,9
211,1,12,12,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,13,0,6,0,9
211,1,12,14,0,6,0,9
211,1,12,15,0,6,0,10
211,1,12,15,0,6,0,10
211,1,12,15,0,6,0,10
211,1,12,15,0,6,0,10
211,1,12,15,0,6,0,10
211,2,12,16,0,6,0,10
211,2,12,16,0,6,0,10
211,2,12,16,0,6,0,10
211,3,14,17,0,6,0,10
211,3,14,18,0,6,0,11
211,3,14,18,0,6,0,11
211,3,14,18,0,6,0,11
211,3,14,18,0,6,0,11
211,3,14,18,0,6,0,11
211,3,14,18,0,6,0,11
211,3,14,18,0,6,0,11
211,3,14,18,0,6,0,11
211,3,14,19,0,6,0,11
211,3,14,21,0,6,0,11
211,3,15,22,0,7,0,11
