0,2147,2961,4130,2290,2430,2616,2977,3275,4078
2147,0,2628,4479,2275,2323,2601,2635,2285,3603
2961,2628,0,4443,3935,4646,4261,3920,3570,2979
4130,4479,4443,0,2586,4560,2912,5433,5997,6622
2290,2275,3935,2586,0,2652,326,3525,4242,5560
2430,2323,4646,4560,2652,0,2903,1424,2306,4049
2616,2601,4261,2912,326,2903,0,3851,4568,5886
2977,2635,3920,5433,3525,1424,3851,0,2016,3869
3275,2285,3570,5997,4242,2306,4568,2016,0,3503
4078,3603,2979,6622,5560,4049,5886,3869,3503,0
