0,9,10,15,8,9,9,11,10,14
9,0,9,17,8,9,9,8,7,12
10,9,0,15,13,16,15,13,11,10
15,17,15,0,9,16,10,18,19,21
8,8,13,9,0,9,1,12,13,18
9,9,16,16,9,0,10,5,8,13
9,9,15,10,1,10,0,13,14,20
11,8,13,18,12,5,13,0,8,14
10,7,11,19,13,8,14,8,0,12
14,12,10,21,18,13,20,14,12,0
