0,demands,rsf,rse,success,time_over,relocation_rsf_rse,relocation_rsf_avail,relocation_rse_release
1,demands,rsf,rse,success,time_over,relocation_rsf_rse,relocation_rsf_avail,relocation_rse_release
2,demands,rsf,rse,success,time_over,relocation_rsf_rse,relocation_rsf_avail,relocation_rse_release
2,demands,rsf,rse,success,time_over,relocation_rsf_rse,relocation_rsf_avail,relocation_rse_release
2,demands,rsf,rse,success,time_over,relocation_rsf_rse,relocation_rsf_avail,relocation_rse_release
2,demands,rsf,rse,success,time_over,relocation_rsf_rse,relocation_rsf_avail,relocation_rse_release
97,0,0,0,0,0,0,0
97,1,0,1,0,1,0,0
97,1,0,2,0,2,0,0
97,1,1,2,0,3,0,0
97,1,1,3,0,4,0,0
97,1,1,3,0,4,0,0
97,1,1,3,0,4,0,0
97,1,1,3,0,4,0,0
97,1,2,3,0,5,0,0
97,1,2,3,0,5,0,0
97,1,2,3,0,5,0,0
97,1,2,3,0,5,0,0
97,3,3,4,0,5,0,0
97,3,3,4,0,5,0,0
97,5,3,3,0,5,0,0
97,5,3,3,0,5,0,0
97,5,3,4,0,5,0,0
97,5,3,5,0,5,0,0
97,5,3,5,0,5,0,0
97,6,3,6,0,6,0,0
97,6,3,7,0,7,0,0
97,6,3,7,0,7,0,0
97,6,3,8,0,7,0,0
97,6,3,8,0,7,0,0
97,6,3,8,0,7,0,0
97,6,3,8,0,7,0,0
97,6,3,9,0,8,0,0
97,6,4,9,0,9,0,0
97,6,4,9,0,9,0,0
97,6,4,10,0,10,0,0
97,6,5,10,0,10,0,1
97,6,5,10,0,10,0,1
97,6,6,10,0,11,0,1
97,6,7,10,0,11,0,1
97,6,7,10,0,11,0,1
97,6,7,11,0,12,0,1
97,6,7,11,0,12,0,2
97,6,8,11,0,13,0,2
97,6,8,11,0,13,0,2
97,6,8,11,0,13,0,2
97,6,8,11,0,13,0,2
97,6,8,11,0,13,0,2
97,6,9,11,0,13,0,2
97,9,9,9,0,13,0,2
97,9,9,9,0,13,0,2
97,9,9,10,0,13,0,2
97,9,9,10,0,13,0,3
97,9,9,11,0,14,0,3
97,9,9,13,0,15,0,3
97,9,9,13,0,15,0,3
97,9,9,13,0,15,0,3
97,9,9,13,0,15,0,3
97,9,9,14,0,15,0,3
97,9,10,14,0,16,0,3
97,10,11,15,0,17,0,3
97,10,11,15,0,17,0,3
97,10,11,15,0,17,0,3
97,13,11,14,0,17,0,3
97,13,11,14,0,17,0,3
97,13,11,14,0,17,0,3
97,13,11,14,0,17,0,3
97,16,12,14,0,17,0,3
97,16,12,14,0,17,0,3
97,16,12,15,0,17,0,3
97,16,12,15,0,17,0,3
97,16,12,15,0,17,0,3
97,16,12,16,0,18,0,3
97,16,12,16,0,18,0,3
97,16,12,16,0,18,0,3
97,16,12,16,0,18,0,3
97,16,12,17,0,19,0,3
97,16,12,18,0,19,0,3
97,16,12,18,0,19,0,3
97,16,12,18,0,19,0,3
97,17,12,19,0,20,0,3
97,17,12,19,0,20,0,4
97,17,12,19,0,20,0,4
97,17,12,19,0,20,0,4
97,17,12,19,0,20,0,4
97,17,12,19,0,20,0,4
97,17,12,20,0,21,0,4
97,17,12,20,0,21,0,4
97,17,12,21,0,22,0,4
97,17,12,21,0,22,0,4
