0,8,9,13,11,12,11,14,14,7
8,0,5,9,7,10,11,15,9,8
9,5,0,7,7,11,12,16,8,6
13,9,7,0,5,9,14,17,5,8
11,7,7,5,0,7,16,21,5,13
12,10,11,9,7,0,10,15,10,13
11,11,12,14,16,10,0,11,15,11
14,15,16,17,21,15,11,0,18,9
14,9,8,5,5,10,15,18,0,13
7,8,6,8,13,13,11,9,13,0
