demands,rsf,rse,success,time_over,relocation_rsf_rse,relocation_rsf_avail,relocation_rse_release
212,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0
212,0,0,1,0,0,0,0
212,1,1,1,0,0,0,0
212,1,1,1,0,0,0,0
212,1,1,1,0,0,0,0
212,1,1,1,0,0,0,0
212,1,1,1,0,0,0,0
212,1,1,1,0,0,0,0
212,1,1,1,0,0,0,0
212,1,1,1,0,0,0,0
212,1,1,1,0,0,0,0
212,1,1,2,0,0,0,0
212,1,1,2,0,0,0,0
212,1,1,2,0,0,0,0
212,1,1,2,0,0,0,0
212,1,1,2,0,0,0,0
212,1,1,2,0,0,0,0
212,1,1,2,0,0,0,0
212,1,1,2,0,0,0,0
212,1,1,2,0,0,0,0
212,2,2,4,0,0,0,0
212,4,2,4,0,0,0,0
212,4,2,4,0,0,0,0
212,4,2,4,0,0,0,0
212,4,3,4,0,0,0,0
212,5,4,4,0,0,0,0
212,6,4,5,0,0,0,0
212,6,4,5,0,0,0,0
212,7,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,5,0,0,0,0
212,8,5,6,0,0,0,0
212,8,6,7,0,0,0,0
212,8,7,8,0,0,0,0
212,8,7,8,0,0,0,0
212,8,7,8,0,0,0,0
212,8,7,8,0,0,0,0
212,8,7,9,0,0,0,0
212,8,7,9,0,0,0,0
212,8,7,9,0,0,0,0
212,8,9,10,0,0,0,0
212,8,9,10,0,0,0,0
212,8,9,10,0,0,0,0
212,9,10,11,0,0,0,0
212,9,10,12,0,0,0,0
212,9,10,12,0,0,0,0
212,9,10,12,0,0,0,0
212,10,11,13,0,0,0,0
212,10,11,13,0,0,0,0
212,10,11,13,0,0,0,0
212,10,11,13,0,0,0,0
212,10,12,13,0,0,0,0
212,11,13,13,0,0,0,0
212,11,13,13,0,0,0,0
212,11,13,13,0,0,0,0
212,11,13,13,0,0,0,0
212,13,13,13,0,0,0,0
212,13,13,13,0,0,0,0
212,13,13,13,0,0,0,0
212,13,13,13,0,0,0,0
212,13,13,13,0,0,0,0
212,13,13,13,0,0,0,0
212,14,13,13,0,0,0,0
212,14,13,13,0,0,0,0
212,16,13,13,0,0,0,0
212,16,13,13,0,0,0,0
212,16,13,13,0,0,0,0
212,18,13,13,0,0,0,0
212,18,13,13,0,0,0,0
212,19,13,13,0,0,0,0
212,20,14,13,0,0,0,0
212,20,14,13,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,14,0,0,0,0
212,20,14,15,0,0,0,0
212,20,14,15,0,0,0,0
212,20,14,16,0,0,0,0
212,20,14,16,0,0,0,0
212,20,14,16,0,0,0,0
212,20,14,16,0,0,0,0
212,20,14,16,0,0,0,0
