0,38883
0,34553
0,46773
0,21583
0,25950
0,23574
0,18093
0,28377
0,37618
0,39746
0,27482
0,29186
0,27362
0,21918
0,39356
0,21826
0,30500
0,34127
0,37719
0,21659
0,29269
0,28589
0,39700
0,34484
0,22851
0,50230
0,24204
0,28628
0,15637
0,46634
0,27845
0,25172
0,35235
0,23144
0,22625
0,32343
0,40418
0,19602
0,27994
0,26792
0,18005
0,76342
0,27139
0,32397
0,25178
0,24555
0,20503
0,25157
0,27922
0,25207
0,41996
0,24793
0,26554
0,26252
0,19650
0,28259
0,40392
0,30290
0,30758
0,22795
0,55853
0,25239
0,48234
0,24736
0,95523
0,20298
0,38276
0,55019
0,22145
0,89268
0,40194
0,36112
0,73761
0,28271
0,94289
0,20597
0,32598
0,33681
0,36814
0,30493
0,40201
0,46643
0,23882
0,29576
0,26835
0,32214
0,22203
0,26420
0,23761
0,33552
0,39849
0,46523
0,30903
