1,33.624716997146606
1,16.571744680404663

1,24.793610334396362,14.15721344947815,13.845098972320557,13.7915198802948,14.579121351242065
2,21.657732009887695,31.481542348861694,34.09617733955383,24.446889638900757,22.87650203704834
3,30.41236448287964,24.241694927215576,34.799437284469604,23.68979549407959,29.392818689346313
4,31.19106411933899,46.610241413116455,28.0488383769989,28.897857189178467,33.4397828578949
5,53.2693817615509,36.659754276275635,36.86521553993225,67.97115874290466,35.73203253746033
6,47.269601583480835,40.01858401298523,44.785505294799805,42.59338355064392,38.59954357147217
7,51.859943151474,45.26284313201904,44.49619698524475,59.200110912323,54.16335916519165
8,58.353798389434814,54.023282051086426,50.260632038116455,47.73932504653931,138.2303557395935
9,51.66304278373718,51.537436962127686,58.60612225532532,57.214836835861206,54.34681701660156
10,58.325976610183716,58.84842371940613,58.12648153305054,59.895672082901,57.91941261291504
11,63.293596029281616,62.70487952232361,61.13277840614319,67.81145906448364,65.29707908630371
12,69.67008090019226,67.69111108779907,64.65108442306519,79.73002648353577,66.4450900554657
13,82.4851942062378,72.9952404499054,142.7692666053772,72.94155621528625,85.81283164024353
14,127.48351788520813,76.34125328063965,178.86988615989685,89.59248280525208,83.77327537536621
15,104.80876326560974,86.30941390991211,152.25861287117004,88.5782573223114,89.91666007041931
8,100.76969599723816,63.380255937576294
13,78.49140644073486,98.12404894828796
14,97.86392879486084,82.95421004295349,84.10596179962158,80.8147964477539
15,89.99727177619934,81.51307678222656,84.08959674835205,81.11296248435974
5,46.35653853416443,48.87809705734253,116.00471496582031,48.66213893890381
