0,3,5,18,5
1,0,6,14,6
0,2,15,24,15
1,0,16,24,16
1,4,17,24,17
2,1,18,23,18
3,0,20,33,20
2,1,25,30,25
0,2,26,35,26
3,1,33,42,33
4,3,34,39,34
3,2,39,46,39
1,3,40,49,40
2,1,40,45,40
4,1,43,50,43
4,0,48,59,48
1,4,49,56,49
3,2,49,56,49
1,3,50,59,50
4,3,56,61,56
0,4,57,68,57
3,0,59,72,59
0,3,59,72,59
3,0,61,74,60
0,1,72,80,66
2,0,69,78,69
1,2,69,74,69
2,3,70,77,70
3,1,76,85,76
2,3,76,83,76
1,2,77,82,77
0,2,78,87,78
3,0,83,96,83
2,3,83,90,83
3,1,87,96,87
1,3,91,100,91
0,1,93,101,93
4,0,93,104,93
3,4,94,99,94
1,2,94,99,94
2,3,98,105,98
0,1,99,107,99
4,0,99,110,99
3,4,100,105,100
0,1,104,112,104
1,0,104,112,104
4,2,105,112,105
3,4,106,111,106
4,3,112,117,112
2,1,114,119,114
1,2,114,119,114
2,1,115,120,115
0,3,5,18,5
1,0,6,14,6
0,2,15,24,15
1,0,16,24,16
1,4,17,24,17
2,1,18,23,18
3,0,20,33,20
2,1,25,30,25
0,2,26,35,26
3,1,33,42,33
4,3,34,39,34
3,2,39,46,39
1,3,40,49,40
2,1,40,45,40
4,1,43,50,43
4,0,48,59,48
1,4,49,56,49
3,2,49,56,49
1,3,50,59,50
4,3,56,61,56
0,4,57,68,57
3,0,59,72,59
0,3,59,72,59
3,0,61,74,60
0,1,72,80,66
2,0,69,78,69
1,2,69,74,69
2,3,70,77,70
3,1,76,85,76
2,3,76,83,76
1,2,77,82,77
0,2,78,87,78
3,0,83,96,83
2,3,83,90,83
3,1,87,96,87
1,3,91,100,91
0,1,93,101,93
4,0,93,104,93
3,4,94,99,94
1,2,94,99,94
2,3,98,105,98
0,1,99,107,99
4,0,99,110,99
3,4,100,105,100
0,1,104,112,104
1,0,104,112,104
4,2,105,112,105
3,4,106,111,106
4,3,112,117,112
2,1,114,119,114
1,2,114,119,114
2,1,115,120,115
