1778,653,41
1800,636,47
1783,680,36
1796,635,28
1836,715,56
1758,588,10
1845,678,42
1769,657,44
1797,642,27
1784,708,80
1804,683,41
1736,694,50,18929
1709,621,31,18945
1752,652,40,19467
