,type,y,x,t,size
690,car22,53.0578,64.0508,8,1
691,car22,53.0578,64.0508,9,1
692,car22,53.0578,64.0508,10,1
693,car22,53.0578,64.0508,11,1
694,car22,53.0578,64.0508,12,1
695,car22,53.0578,64.0508,13,1
696,car22,53.0578,64.0508,14,1
697,car22,53.0578,64.0508,15,1
698,car22,53.0578,64.0508,16,1
699,car22,53.0578,64.0508,17,1
700,car22,53.0578,64.0508,18,1
701,car22,53.0578,64.0508,19,1
702,car22,53.0578,64.0508,20,1
703,car22,53.0578,64.0508,21,1
704,car22,53.0578,64.0508,22,1
705,car22,53.0578,64.0508,23,1
706,car22,53.0578,64.0508,24,1
707,car22,53.0578,64.0508,25,1
708,car22,53.0578,64.0508,26,1
709,car22,53.0578,64.0508,27,1
710,car22,53.0578,64.0508,28,1
711,car22,53.0578,64.0508,29,1
712,car22,53.0578,64.0508,30,1
713,car23,53.0578,64.0508,0,1
714,car23,53.0578,64.0508,1,1
715,car23,53.0578,64.0508,2,1
716,car23,53.0578,64.0508,3,1
717,car23,53.0578,64.0508,4,1
718,car23,53.0578,64.0508,5,1
719,car23,53.0578,64.0508,6,1
720,car23,53.0578,64.0508,7,1
721,car23,53.0578,64.0508,8,1
722,car23,53.0578,64.0508,9,1
723,car23,53.0578,64.0508,10,1
724,car23,53.0578,64.0508,11,1
725,car23,53.0578,64.0508,12,1
726,car23,53.0578,64.0508,13,1
727,car23,53.0578,64.0508,14,1
728,car23,53.0578,64.0508,15,1
729,car23,53.0578,64.0508,16,1
730,car23,53.0578,64.0508,17,1
731,car23,53.0578,64.0508,18,1
732,car23,53.0578,64.0508,19,1
